gene_class,symbol,geneid,samp1,samp2,samp3,samp4,samp5,samp6,samp7,samp8,samp9,samp10,samp11,samp12
Positive,POS_A,ERCC_00117.1,31120,61261,69473,52112,66272,73790,77912,72413,69385,74258,71216,64088
Positive,POS_B,ERCC_00112.1,6356,13847,15199,11249,14151,16197,17264,16845,14614,15511,15223,14064
Positive,POS_C,ERCC_00002.1,2015,3937,4402,3227,4149,4598,4907,4722,4249,4443,4247,3935
Positive,POS_D,ERCC_00092.1,475,976,1104,884,1039,1196,1311,1207,1068,1214,1164,1025
Positive,POS_E,ERCC_00035.1,130,218,237,205,233,246,269,265,241,266,240,237
Positive,POS_F,ERCC_00034.1,26,68,75,37,54,55,102,74,71,75,72,64
Negative,NEG_A,ERCC_00096.1,5,8,6,7,4,5,6,8,7,10,9,3
Negative,NEG_B,ERCC_00041.1,6,3,6,9,4,2,6,6,2,8,10,6
Negative,NEG_C,ERCC_00019.1,9,8,3,5,5,5,7,7,7,1,5,11
Negative,NEG_D,ERCC_00076.1,5,3,3,8,1,4,5,3,5,3,3,2
Negative,NEG_E,ERCC_00098.1,8,7,14,9,11,9,14,9,8,10,9,14
Negative,NEG_F,ERCC_00126.1,12,15,14,11,6,15,14,11,13,9,8,8
Negative,NEG_G,ERCC_00144.1,4,1,2,4,2,1,1,1,1,2,3,3
Negative,NEG_H,ERCC_00154.1,11,3,2,7,3,1,4,2,7,1,5,2
Endogenous,ACAA2,NM_006111.2,2982,157,281,1959,182,63,241,230,358,213,340,331
Endogenous,ACAP2,NM_012287.5,1422,153,323,845,248,166,262,205,245,152,412,379
Endogenous,ACAT2,NM_005891.2,2388,91,222,1731,136,94,147,111,290,183,267,228
Endogenous,ACOX1,NM_004035.5,880,69,142,546,98,93,119,108,122,96,159,168
Endogenous,ADA,NM_000022.2,1499,87,205,850,134,88,182,149,261,163,260,325
Endogenous,ADK,NM_001123.2,3000,103,260,1842,124,53,171,140,220,130,228,225
Endogenous,ADORA2A,NM_000675.3,468,131,289,356,172,108,198,131,300,148,352,361
Endogenous,AK3,NM_016282.2,1189,109,290,708,179,69,148,135,169,115,299,219
Endogenous,AKT1,NM_001014431.1,1932,182,385,1195,221,168,275,214,302,224,401,299
Endogenous,AKT2,NM_001626.4,2460,226,404,1537,289,200,341,268,387,239,500,455
Endogenous,AKT3,NM_005465.4,774,204,338,452,215,203,324,373,400,199,394,566
Endogenous,ALDOA,NM_184041.2,22501,1165,2171,17133,1471,819,1589,1287,2997,1924,2528,2092
Endogenous,AMPD2,NM_004037.6,899,55,137,518,93,60,126,100,116,55,160,137
Endogenous,AMPD3,NM_000480.2,586,53,101,377,115,59,136,117,148,84,188,230
Endogenous,AP2S1,NM_021575.2,3026,175,370,2062,274,157,306,256,424,420,543,417
Endogenous,APRT,NM_000485.2,3804,297,494,2589,397,512,510,403,615,465,698,525
Endogenous,ARF5,NM_001662.2,963,193,295,698,185,197,231,177,259,205,297,253
Endogenous,ARID1A,NM_006015.4,1580,180,381,885,253,196,282,213,282,158,443,350
Endogenous,ARID1B,NM_020732.3,1052,162,274,649,196,84,185,158,217,112,295,301
Endogenous,ARID2,NM_152641.2,2559,222,362,1184,297,152,310,270,297,128,492,493
Endogenous,ARPC4,NM_005718.4,19248,1668,3234,11187,2226,1550,2726,2107,2963,2453,4069,3295
Endogenous,ASH1L,NM_018489.2,1751,219,461,767,305,230,367,287,370,101,495,484
Endogenous,ATF4,NM_001675.2,13845,876,1791,8583,1066,727,1192,1282,1754,1107,2049,1547
Endogenous,ATF7,NM_001130060.1,902,128,229,500,170,90,179,167,236,77,332,288
Endogenous,ATF7IP,NM_018179.3,2089,331,929,1030,661,220,607,515,599,327,1143,925
Endogenous,ATG101,NM_021934.4,765,73,106,543,75,62,107,65,110,99,156,120
Endogenous,ATG2B,NM_018036.5,955,114,201,587,142,80,183,170,171,69,237,235
Endogenous,ATP5F1D,NM_001687.4,2445,182,416,1825,258,100,295,277,425,288,434,354
Endogenous,ATP5ME,NM_007100.3,4035,320,558,2922,464,364,472,430,598,582,762,559
Endogenous,ATP6V1F,NM_001198909.1,4022,280,659,2983,430,248,487,424,650,555,829,645
Endogenous,ATXN7,NM_001128149.2,1726,194,528,910,311,154,330,331,314,143,541,520
Endogenous,BCL2L1,NM_138578.1,2347,114,135,2220,146,126,198,168,356,177,198,267
Endogenous,BRAF,NM_004333.3,987,114,164,509,142,80,168,128,155,86,217,205
Endogenous,CAB39,NM_001130849.1,4165,316,681,3050,413,124,505,574,773,440,721,805
Endogenous,CAD,NM_004341.3,2684,71,128,1628,105,113,146,86,139,91,157,134
Endogenous,CARD11,NM_032415.2,2825,308,447,1712,396,423,530,397,403,352,624,545
Endogenous,CBL,NM_005188.2,1388,162,328,787,196,234,227,189,237,219,327,320
Endogenous,CBR4,NM_032783.4,984,65,171,620,130,55,144,121,149,86,233,189
Endogenous,CCL4,NM_002984.2,3679,2594,3323,4004,2044,294,2082,2042,10281,1952,3101,5263
Endogenous,CCL5,NM_002985.2,6919,3501,3353,3528,4230,877,4416,3082,5676,1354,5825,4193
Endogenous,CD247,NM_000734.3,7345,859,1760,3623,1056,807,1369,1023,1383,805,1558,1907
Endogenous,CD27,NM_001242.4,3424,1052,1896,2178,2596,1164,1660,1021,1241,894,3934,1965
Endogenous,CD28,NM_001243078.1,1150,155,371,566,443,125,421,325,240,209,629,460
Endogenous,CD3D,NM_000732.4,14709,2126,6278,9827,3452,1299,3916,2854,4232,2901,5890,4710
Endogenous,CD3E,NM_000733.2,9867,1204,2639,5670,1920,778,1996,1581,2143,1427,3092,2570
Endogenous,CD3G,NM_000073.2,3511,506,1436,2092,873,278,974,750,992,636,1765,1275
Endogenous,CD4,NM_000616.4,2281,497,1302,1486,492,505,744,734,1611,671,975,1695
Endogenous,CD40LG,NM_000074.2,5401,148,323,4123,131,154,383,323,712,489,228,608
Endogenous,CD6,NM_001254751.1,1312,321,690,503,433,211,532,388,639,258,724,672
Endogenous,CD63,NM_001780.4,5256,600,999,3276,481,500,782,655,1078,772,760,842
Endogenous,CD84,NM_001184879.1,673,577,1427,463,1147,455,993,808,901,445,1917,1434
Endogenous,CD8A,NM_001768.6,13421,1432,882,6322,2005,340,1954,1177,426,505,2362,163
Endogenous,CDK9,NM_001261.2,1058,186,324,649,169,108,236,181,219,123,289,222
Endogenous,CHMP2A,NM_014453.3,1205,135,241,774,173,69,223,200,251,228,321,320
Endogenous,CHMP6,NM_024591.4,1161,99,136,761,100,83,128,139,150,88,165,185
Endogenous,COL6A3,NM_004369.3,66,198,197,83,60,128,285,137,270,173,53,176
Endogenous,COPS6,NM_006833.4,3856,353,609,2770,398,100,464,348,570,423,621,644
Endogenous,COX14,NM_001257133.1,2038,188,394,1410,277,138,350,269,454,277,498,416
Endogenous,COX4I1,NM_001318797.1,6923,695,1350,5022,927,628,960,956,1267,897,1490,1347
Endogenous,COX5A,NM_004255.3,9205,461,1028,6752,680,236,742,647,1210,882,1299,1084
Endogenous,COX5B,NM_001862.2,7321,491,942,5719,660,360,705,685,1048,811,1271,989
Endogenous,COX6A1,NM_004373.2,9389,433,1023,6331,724,231,737,677,1258,955,1365,1183
Endogenous,COX6B1,NM_001863.4,9647,600,1172,6338,865,438,939,782,1258,1061,1560,1303
Endogenous,COX7B,NM_001866.2,5688,359,707,4376,470,173,518,495,806,620,968,798
Endogenous,COX7C,NM_001867.2,4265,259,531,2755,426,169,435,340,686,531,866,712
Endogenous,COX8A,NM_004074.2,7189,607,1267,5607,818,422,893,713,1528,1237,1557,1255
Endogenous,CPT1A,NM_001876.3,1242,166,349,610,206,110,240,250,213,160,385,300
Endogenous,CS,NM_004077.2,3342,189,404,2206,253,124,310,253,390,239,509,392
Endogenous,CTCF,NM_001191022.1,3024,195,496,1604,300,96,308,300,381,219,600,426
Endogenous,CTLA4,NM_005214.3,2424,962,1589,1872,781,1033,818,1049,2014,545,1275,1526
Endogenous,CTSA,NM_001127695.1,1475,135,299,703,298,87,304,186,205,163,407,303
Endogenous,CTSD,NM_001909.3,2634,544,1565,1637,575,389,815,705,1283,600,900,963
Endogenous,CTSS,NM_004079.3,2699,294,598,1465,508,201,576,432,450,309,939,847
Endogenous,CTSW,NM_001335.3,6737,487,433,3548,643,110,857,453,1184,248,690,535
Endogenous,CTSZ,NM_001336.3,1203,209,545,746,250,248,347,311,462,369,458,531
Endogenous,CXCR6,NM_006564.1,1984,567,1674,1730,448,88,760,584,1469,571,587,1206
Endogenous,D2HGDH,NM_001287249.1,272,87,237,113,120,74,137,108,181,77,165,175
Endogenous,DCK,NM_000788.2,4151,305,596,2521,423,240,414,360,483,360,722,583
Endogenous,DGLUCY,NM_001102369.2,1128,64,175,541,132,72,154,106,127,56,252,206
Endogenous,DGUOK,NM_080916.2,3113,240,450,2143,300,225,340,316,491,330,501,441
Endogenous,EEA1,NM_003566.3,686,57,140,346,96,58,103,80,120,75,149,160
Endogenous,EGFR,NM_201282.1,32273,1023,1475,32610,1668,876,2836,1840,3519,692,5493,3962
Endogenous,ENO1,NM_001428.2,21624,522,906,14961,685,281,658,667,1366,892,991,866
Endogenous,EPC1,NM_025209.2,1019,164,309,538,208,115,207,227,253,108,358,332
Endogenous,ERN1,NM_001433.2,1761,170,317,951,214,197,227,217,227,61,354,310
Endogenous,EZH2,NM_001203247.1,3833,227,327,2356,228,63,188,196,285,240,388,298
Endogenous,FABP5,NM_001444.1,6829,613,1055,7314,956,177,850,565,1296,1147,1965,981
Endogenous,FASN,NM_004104.4,2578,101,328,1816,164,162,191,119,214,135,314,228
Endogenous,FDX1,NM_004109.4,2146,94,213,1895,143,81,159,148,179,153,248,202
Endogenous,FH,NM_000143.2,2718,85,174,1950,108,52,106,93,165,131,209,130
Endogenous,GABARAP,NM_007278.1,4283,937,1203,3043,726,412,862,723,1145,919,1323,1319
Endogenous,GAPDH,NM_001256799.1,101470,5078,11018,74663,5737,2126,6408,7165,15239,9927,11348,9376
Endogenous,GAPVD1,NM_001282679.1,1656,152,297,1129,238,101,243,242,291,159,378,352
Endogenous,GART,NM_000819.3,2978,93,184,2086,146,95,185,133,205,171,270,214
Endogenous,GLRX,NM_002064.2,2833,231,409,1874,381,301,448,400,439,340,551,665
Endogenous,GLS,NM_014905.3,5328,553,1172,3491,866,392,959,810,937,535,1573,1385
Endogenous,GLUD1,NM_005271.2,4449,359,753,2602,561,273,617,520,607,487,870,816
Endogenous,GLUL,NM_001033044.2,2637,174,375,1171,152,197,414,457,343,114,336,444
Endogenous,GMPR2,NM_001002001.2,1269,97,190,871,160,87,146,145,188,133,264,228
Endogenous,GNLY,NM_012483.2,7671,1966,3747,9812,1851,646,4221,1896,1615,1895,4063,2088
Endogenous,GOT2,NM_002080.2,2270,72,179,1910,148,72,134,127,199,150,235,205
Endogenous,GPI,NM_000175.2,5515,309,508,4150,428,136,430,405,855,481,758,644
Endogenous,GPS1,NM_004127.4,2182,138,268,1519,224,95,233,219,278,228,427,316
Endogenous,GPX4,NM_001039847.1,3190,197,400,2854,178,134,266,252,543,342,385,381
Endogenous,GSK3B,NM_002093.2,1181,162,329,679,234,111,246,182,205,128,344,321
Endogenous,GUSB,NM_000181.3,2792,196,393,1382,231,112,283,241,437,192,375,324
Endogenous,GZMA,NM_006144.2,33434,2638,5819,28738,4885,1988,4553,3310,4669,3628,7500,7059
Endogenous,GZMB,NM_004131.3,65753,1695,2270,63189,1340,392,3181,2266,3337,943,1042,1291
Endogenous,GZMH,NM_033423.3,256,273,247,160,425,94,668,360,261,89,410,309
Endogenous,H6PD,NM_004285.3,328,85,126,175,79,74,120,95,132,53,124,126
Endogenous,HACD2,NM_198402.2,949,83,212,580,138,92,158,129,209,100,233,213
Endogenous,HERC1,NM_003922.3,1754,481,1001,947,460,610,662,671,653,190,716,955
Endogenous,HEXA,NM_000520.4,1714,149,336,850,211,103,261,208,265,132,414,326
Endogenous,HEXB,NM_000521.3,1903,118,239,1025,172,64,206,170,245,115,321,266
Endogenous,HIF1A,NM_001530.2,5877,713,1660,4067,565,214,897,824,1897,650,1063,902
Endogenous,HK1,NM_000188.2,4473,274,654,2805,336,288,476,424,621,404,634,652
Endogenous,HLA-A,NM_002116.5,62266,5741,10517,30248,9366,4429,9544,6514,13271,6124,16613,14521
Endogenous,HLA-C,NM_002117.4,36492,4247,8122,17141,6583,3619,7476,4689,9560,4065,12225,10948
Endogenous,HLA-DRB1,NM_002124.3,1764,761,972,816,1021,208,1162,922,1559,622,1877,2006
Endogenous,HLA-E,NM_005516.5,9331,2207,4598,4847,2993,2147,3458,2978,4222,1826,5642,4579
Endogenous,HPRT1,NM_000194.1,3829,367,461,2871,345,171,354,248,479,402,578,519
Endogenous,HSF1,XM_011517006.1,2330,175,391,1620,267,162,293,228,420,249,441,477
Endogenous,HSPA4,NM_002154.3,2515,104,253,2015,171,60,171,164,213,192,304,234
Endogenous,HSPE1,NM_002157.2,14952,458,1131,12938,749,303,772,576,1084,734,1524,1051
Endogenous,ICOS,NM_012092.2,2291,169,357,1449,283,71,243,223,307,207,509,335
Endogenous,IDH2,NM_002168.2,5755,351,705,2628,641,289,625,521,789,527,990,807
Endogenous,IDH3B,NM_001258384.1,2701,162,365,1807,281,149,296,307,378,249,477,400
Endogenous,IDH3G,NM_004135.2,1590,131,265,1017,164,117,237,165,293,187,317,228
Endogenous,IFNG,NM_000619.2,2222,1031,1726,3377,880,197,1296,967,2263,574,1655,1865
Endogenous,IL21R,NM_021798.2,433,138,251,290,161,226,204,144,234,74,294,246
Endogenous,IMPDH1,NM_000883.3,1147,149,214,615,157,291,249,200,184,132,229,265
Endogenous,IMPDH2,NM_000884.2,3429,79,161,2659,131,129,80,90,244,198,187,104
Endogenous,IRF1,NM_002198.2,5828,589,1112,3233,888,354,925,611,956,526,1567,1185
Endogenous,IRF4,NM_002460.1,6304,199,286,5233,289,160,242,196,478,186,480,310
Endogenous,ITCH,NM_001257138.1,2334,254,448,1262,386,183,399,326,367,198,614,515
Endogenous,ITGB1,NM_002211.3,1002,1312,2659,563,1204,1492,2704,2745,2218,963,2156,4141
Endogenous,ITGB2,NM_000211.2,4611,1337,2522,2439,2064,1055,2577,1845,2597,1173,3949,3855
Endogenous,ITK,NM_005546.3,4338,497,904,2349,664,329,972,893,882,521,1296,1319
Endogenous,KANSL1,NM_001193465.1,1206,151,328,568,212,84,215,208,259,100,386,320
Endogenous,KAT6A,NM_001099412.1,2673,325,729,1251,617,304,572,537,508,258,923,810
Endogenous,KDM3B,NM_016604.3,1258,112,247,800,161,51,197,153,257,113,287,292
Endogenous,KEAP1,NM_012289.3,1441,85,181,884,107,89,142,114,149,112,206,163
Endogenous,KLRB1,NM_002258.2,115,417,613,62,212,474,963,1141,1100,613,553,1509
Endogenous,KLRK1,NM_007360.1,2657,534,216,1231,592,83,936,505,629,168,845,223
Endogenous,KMT2A,NM_005933.2,1732,244,538,985,346,238,401,316,415,144,546,634
Endogenous,KMT2D,NM_003482.3,1672,194,348,897,244,103,295,234,251,94,440,419
Endogenous,KMT2E,NM_018682.3,1632,299,450,931,291,283,398,315,416,185,496,503
Endogenous,KPNA2,NM_002266.2,6880,283,581,4132,356,97,331,326,490,314,716,415
Endogenous,KRAS,NM_033360.2,1011,166,269,627,240,156,325,227,293,209,464,371
Endogenous,KYAT3,NM_001008661.2,1572,97,256,1181,146,101,168,188,267,149,295,246
Endogenous,LAG3,NM_002286.5,1602,1406,1240,1583,1241,401,1208,815,1418,821,1103,774
Endogenous,LAMTOR2,NM_001145264.1,1854,108,222,1340,154,107,184,155,219,214,311,271
Endogenous,LAMTOR4,NM_001008395.2,3512,339,707,2308,491,362,548,455,711,526,956,670
Endogenous,LAMTOR5,NM_006402.2,5050,308,565,3885,437,183,528,465,848,492,777,794
Endogenous,LAT,NM_001014987.1,4548,622,893,1979,944,1206,1148,815,903,627,1452,1317
Endogenous,LCK,NM_005356.2,7610,801,1874,4354,1208,683,1316,1045,1279,963,2156,1781
Endogenous,LDHA,NM_001165414.1,26764,1163,2217,21461,1521,426,1768,1805,3313,2120,2405,2451
