gene_class,symbol,geneid,samp1,samp2,samp3,samp4,samp5,samp6,samp7,samp8,samp9,samp10,samp11,samp12
Positive,POS_A,ERCC_00117.1,44049,58308,54349,46824,62871,56969,73088,72038,59303,62845,60867,64117
Positive,POS_B,ERCC_00112.1,9836,13506,12652,10346,14390,12888,16624,17045,13219,14077,13750,14146
Positive,POS_C,ERCC_00002.1,2712,3632,3463,2830,3918,3462,4594,4604,3564,3649,3755,3820
Positive,POS_D,ERCC_00092.1,700,948,887,823,1026,956,1149,1222,935,996,1003,965
Positive,POS_E,ERCC_00035.1,161,209,177,181,200,217,260,228,241,221,202,207
Positive,POS_F,ERCC_00034.1,42,61,65,55,79,71,70,79,75,56,56,59
Negative,NEG_A,ERCC_00096.1,7,10,11,16,7,8,17,8,16,9,5,9
Negative,NEG_B,ERCC_00041.1,11,13,6,12,10,6,10,10,13,10,7,11
Negative,NEG_C,ERCC_00019.1,8,9,8,10,4,4,10,11,12,9,7,12
Negative,NEG_D,ERCC_00076.1,3,3,5,6,2,2,4,7,7,6,5,4
Negative,NEG_E,ERCC_00098.1,10,12,10,14,15,5,19,16,9,14,10,14
Negative,NEG_F,ERCC_00126.1,8,21,19,9,8,6,19,15,15,21,16,14
Negative,NEG_G,ERCC_00144.1,1,1,2,2,4,2,2,4,5,4,3,3
Negative,NEG_H,ERCC_00154.1,5,3,1,4,3,2,3,6,4,5,6,9
Endogenous,ACADVL,NM_001270447.1,4991,681,920,5421,751,283,869,1072,2577,2483,1108,1111
Endogenous,ACSL5,NM_203379.1,1469,183,309,1571,351,75,317,310,731,729,561,512
Endogenous,ADAR,NM_001111.3,6313,727,1157,6932,1129,681,1173,1080,3046,2553,1608,1609
Endogenous,ADD1,NM_001119.4,1938,277,494,1906,392,141,462,503,1245,944,687,748
Endogenous,ADORA2A,NM_000675.3,279,135,274,356,189,99,193,167,691,431,342,339
Endogenous,AHR,NM_001621.3,1569,393,604,1565,272,132,469,701,1591,2316,562,835
Endogenous,AKT1,NM_001014432.1,2050,249,450,2082,362,163,393,349,1015,827,595,527
Endogenous,AKT2,NM_001626.4,1885,236,420,1898,392,171,408,378,1014,837,598,614
Endogenous,ALDH3A2,NM_001031806.1,520,117,209,560,153,67,167,194,503,414,208,248
Endogenous,ALDOA,NM_184041.2,14095,1062,1502,15072,1283,633,1460,1479,4565,3244,2139,2032
Endogenous,ATG7,NM_001136031.2,779,159,188,773,558,108,319,227,806,681,599,488
Endogenous,ATP5MG,NM_006476.4,1862,221,274,1652,263,114,274,276,518,412,371,321
Endogenous,ATP5PD,NM_006356.2,2465,225,424,2140,313,189,358,378,749,726,569,541
Endogenous,ATP6V1F,NM_001198909.1,2735,282,420,2805,437,189,472,435,910,777,606,616
Endogenous,BATF,NM_006399.3,844,265,314,1226,354,202,388,340,833,726,496,424
Endogenous,BCL2,NM_000657.2,1727,129,110,1669,120,57,120,173,1102,434,186,283
Endogenous,BCL2L1,NM_138578.1,1412,122,113,2096,137,119,147,206,721,391,204,276
Endogenous,BCL6,NM_001706.2,69,66,69,75,87,76,119,80,236,412,80,90
Endogenous,BTBD6,NM_033271.2,460,78,87,439,92,76,114,85,241,193,139,146
Endogenous,CALM1,NM_006888.3,1493,169,314,1359,318,108,303,330,689,603,508,533
Endogenous,CASP3,NM_004346.3,3030,228,369,3086,456,103,361,346,845,830,718,568
Endogenous,CASP8,NM_001228.4,1891,802,1099,1681,1140,386,1313,1668,2927,1691,1826,1435
Endogenous,CCL3/L1,NM_002983.2,2986,1503,2822,6564,884,149,1518,1871,13628,2686,1672,4482
Endogenous,CCL4/L1,NM_002984.2,1483,1987,1986,3166,1595,198,1516,1772,13406,3134,2177,4235
Endogenous,CCL5,NM_002985.2,2345,2295,1710,2158,2712,481,2651,2169,5934,1604,3035,2483
Endogenous,CCR4,NM_005508.4,1061,89,63,2233,578,96,405,484,539,628,641,781
Endogenous,CCR5,NM_000579.1,400,250,291,441,459,74,466,375,877,886,581,773
Endogenous,CD247,NM_198053.2,14805,829,1045,22829,1183,497,1703,1356,4943,2636,3331,2705
Endogenous,CD27,NM_001242.4,332,192,258,410,502,158,280,201,331,417,588,326
Endogenous,CD28,NM_001243078.1,466,109,200,406,337,72,329,340,361,643,498,364
Endogenous,CD3D,NM_000732.4,11041,2483,5767,11274,4058,1147,4536,3857,8765,8420,6275,5569
Endogenous,CD3E,NM_000733.2,6701,1396,2369,6888,2116,767,2173,2076,4393,4137,3386,3207
Endogenous,CD3G,NM_000073.2,2824,697,1526,2895,1250,309,1293,1190,2298,2466,2076,1729
Endogenous,CD4,NM_000616.4,714,298,650,1024,313,277,440,544,2197,1878,591,1105
Endogenous,CD40LG,NM_000074.2,3261,128,248,4414,122,107,349,392,1433,1585,238,668
Endogenous,CD45R0,NM_080921.3,2855,2219,4103,2873,4148,1123,3995,3712,8336,8299,6001,5713
Endogenous,CD6,NM_001254751.1,826,363,648,639,523,210,659,562,1780,1233,790,887
Endogenous,CD69,NM_001781.1,1077,988,1214,1121,672,361,882,1351,2373,2570,1170,1155
Endogenous,CD84,NM_001184879.1,358,566,1130,380,1091,326,930,946,2155,2050,1730,1496
Endogenous,CD8A,NM_001768.5,7443,1452,656,6207,2077,265,1902,1350,863,1330,2121,185
Endogenous,CD96,NM_005816.4,2590,406,666,2141,494,141,599,632,1600,1401,754,779
Endogenous,CD99,NM_002414.4,2169,581,918,2058,820,236,918,907,2194,2031,1355,1476
Endogenous,CDC26,NM_139286.3,1394,96,203,1437,217,83,170,176,374,354,268,305
Endogenous,CDC42,NM_001039802.1,7244,1476,1531,6634,1437,688,1688,1719,3669,2804,2382,2431
Endogenous,CHMP3,NM_016079.3,665,132,188,561,154,89,212,198,437,344,286,250
Endogenous,CHMP4A,NM_014169.2,2792,397,604,2740,540,265,649,629,1391,1093,779,855
Endogenous,CMIP,NM_198390.2,275,124,126,305,73,62,105,111,155,124,82,88
Endogenous,COX4I1,NM_001318797.1,3902,499,876,3795,737,355,828,881,1539,1147,1119,1026
Endogenous,COX5B,NM_001862.2,4705,413,701,4766,626,244,613,613,1312,1086,1005,902
Endogenous,COX6B1,NM_001863.4,5510,486,813,5104,738,299,765,825,1585,1344,1155,1072
Endogenous,COX6C,NM_004374.2,9189,781,1210,8479,1037,447,1121,1233,2753,2085,1745,1658
Endogenous,COX7A2,NM_001865.3,6552,505,813,6311,795,349,842,788,1732,1374,1134,1104
Endogenous,COX7B,NM_001866.2,5178,379,662,5023,643,179,625,639,1352,1090,1002,919
Endogenous,COX7C,NM_001867.2,4112,404,614,4042,644,220,611,566,1471,1163,1035,908
Endogenous,CPT1A,NM_001876.3,725,169,282,696,251,130,254,303,508,632,366,369
Endogenous,CPT1B,NM_004377.3,298,117,127,332,172,134,143,142,466,405,226,242
Endogenous,CREB1,NM_004379.3,1383,231,435,1535,377,197,344,344,878,792,531,537
Endogenous,CS,NM_004077.2,3283,230,452,3232,415,184,475,411,1053,869,545,609
Endogenous,CTLA4,NM_005214.3,1135,1094,1323,1841,826,838,838,1226,5030,2382,1269,1708
Endogenous,CTNNA1,NM_001903.2,382,168,243,586,209,64,239,229,822,561,339,432
Endogenous,CTNNB1,NM_001098210.1,3273,577,870,3747,664,156,715,923,3369,1915,1093,1410
Endogenous,CTSD,NM_001909.3,1627,549,1261,1752,599,311,840,834,2820,2099,907,1140
Endogenous,CTSW,NM_001335.3,3189,551,395,3778,759,93,833,568,2548,817,707,572
Endogenous,CXCR3,NM_001504.1,2598,508,528,2012,803,460,1018,1006,1882,1855,1184,1330
Endogenous,CXCR4,NM_003467.2,3873,1555,1774,4131,1198,834,1208,3021,7597,2717,1853,1907
Endogenous,CXCR6,NM_006564.1,1116,550,1300,1626,420,58,640,599,2780,1538,526,1088
Endogenous,DAP3,NM_004632.3,1973,202,335,2005,329,235,329,339,750,659,458,432
Endogenous,DDIT4,NM_019058.2,811,438,755,895,192,184,349,681,2763,664,267,409
Endogenous,DECR1,NM_001359.1,1483,265,437,1392,435,157,435,443,976,835,753,652
Endogenous,DHRS4,NM_021004.2,651,78,158,594,123,81,135,139,292,245,197,201
Endogenous,DIABLO,NM_138930.2,1040,203,205,1070,380,196,351,253,490,451,544,516
Endogenous,DOCK2,NM_004946.2,3501,558,862,3163,853,428,922,868,2243,2039,1361,1184
Endogenous,DUSP1,NM_004417.2,323,3068,4925,537,2252,1594,4317,4470,12504,6220,4086,6459
Endogenous,ENTPD1,NM_001098175.1,1512,522,904,2481,283,170,616,625,2307,1989,595,806
Endogenous,ERAP2,NM_001130140.1,2448,304,452,2216,473,145,466,450,1156,1082,776,678
Endogenous,FAS,NM_000043.4,992,262,390,960,369,155,343,346,962,822,638,590
Endogenous,FASN,NM_004104.4,1537,128,269,1996,174,159,204,145,538,595,340,268
Endogenous,FLCN,NM_144606.5,490,109,156,428,134,117,150,129,343,297,189,167
Endogenous,FOS,NM_005252.2,170,4249,5748,359,2765,2852,5626,7012,12644,6823,5067,6327
Endogenous,FOSB,NM_006732.1,127,1566,1624,204,818,686,1576,1530,4901,3167,1474,1825
Endogenous,FOXO1,NM_002015.3,934,242,268,942,340,178,354,521,1297,712,498,510
Endogenous,FYN,NM_002037.3,1030,1149,2201,1064,1563,498,1396,1219,2737,2532,2384,1663
Endogenous,GADD45B,NM_015675.2,598,156,210,715,95,98,173,201,540,305,230,232
Endogenous,GARS,NM_002047.2,2498,168,268,2597,255,113,279,349,676,643,403,321
Endogenous,GART,NM_000819.3,1822,97,156,1877,156,76,159,159,383,427,234,212
Endogenous,GATA3,NM_001002295.1,3479,422,704,5009,559,226,621,709,1871,1643,897,1052
Endogenous,GFM1,NM_024996.5,1256,95,146,1370,155,59,157,155,435,415,226,234
Endogenous,GLS,NM_014905.3,2858,517,783,2988,830,291,842,864,2148,1973,1307,1359
Endogenous,GLUD1/2,NM_012084.3,2611,552,606,2666,533,202,617,635,1467,1454,956,967
Endogenous,GNAI2,NM_002070.2,11476,2471,2601,9870,2366,913,2352,2455,5576,5188,3870,3793
Endogenous,GPI,NM_000175.2,5371,450,576,5849,624,187,662,630,2280,1507,914,958
Endogenous,GRK2,NM_001619.2,4332,682,904,4278,835,321,859,887,2113,1649,1279,1150
Endogenous,GZMA,NM_006144.2,22215,2940,5076,32552,5694,1802,4976,4272,8973,10657,7429,8082
Endogenous,GZMB,NM_004131.3,36865,1741,1882,64371,1407,341,3128,2726,6267,2392,916,1346
Endogenous,GZMK,NM_002104.2,312,1519,1139,417,6426,708,2704,2083,4576,3934,7114,4542
Endogenous,HACD4,NM_001010915.3,1047,161,231,798,242,89,232,254,363,436,426,455
Endogenous,HADHB,NM_000183.2,1333,192,350,1238,247,167,302,350,700,595,382,404
Endogenous,HDAC7,NM_001098416.2,492,209,314,582,170,167,234,174,507,470,331,257
Endogenous,HIF1A,NM_001530.2,3951,782,1433,4431,636,189,897,1087,4784,2724,1004,1081
Endogenous,HLA-DRA,NM_019111.3,3193,1327,1965,3261,1941,256,1778,1893,6252,4133,3657,3387
Endogenous,HLA-DRB1,NM_002124.3,1860,2356,1903,1747,2479,1062,2932,2583,7744,6973,4681,4789
Endogenous,HLA-E,NM_005516.4,3827,1798,2836,3836,2517,1568,2733,2838,6651,5255,4065,3631
Endogenous,HSPA9,NM_004134.4,1641,183,184,1880,169,92,194,195,519,401,285,243
Endogenous,HSPE1,NM_002157.2,10214,467,857,11970,723,248,730,682,1785,1439,1281,1002
Endogenous,ID2,NM_002166.4,3496,1229,1885,3058,745,618,1688,1689,4670,3297,1303,2419
Endogenous,IFNAR1,NM_000629.2,982,111,201,929,153,100,184,153,448,367,264,298
Endogenous,IFNG,NM_000619.2,1754,1274,1880,4608,1148,220,1580,1433,6200,3337,1998,2560
Endogenous,IKBKE,NM_014002.2,2234,226,514,2334,459,268,411,389,1112,1073,596,670
Endogenous,IL10RA,NM_001558.2,2740,288,439,2795,433,157,509,618,1122,848,721,720
Endogenous,IL12RB1,NM_005535.1,1233,246,424,1200,318,110,426,375,864,893,562,544
Endogenous,IL16,NM_004513.4,3343,536,1188,2032,1175,484,1001,850,2100,2032,1440,1521
Endogenous,IL21R,NM_181079.4,440,264,384,729,367,302,373,360,1142,854,558,576
Endogenous,IL2RB,NM_000878.2,4261,756,1660,5703,978,204,1004,943,3303,2706,1339,1454
Endogenous,IL2RG,NM_000206.1,8254,1842,2366,8857,2345,990,3023,2648,7278,7851,3728,4877
Endogenous,IL32,NM_004221.4,59496,5263,7535,60713,8653,3146,9510,8373,19039,16002,12396,17543
Endogenous,IL4R,NM_000418.3,3184,175,277,3022,187,188,211,270,938,619,304,351
Endogenous,IL6ST,NM_002184.2,717,385,330,641,281,339,374,756,1558,906,408,494
Endogenous,IL7R,NM_002185.2,416,168,133,211,102,108,297,645,449,474,184,386
Endogenous,IRF1,NM_002198.2,2518,434,621,2556,693,233,673,592,1641,1437,1112,991
Endogenous,IRF3,NM_001571.5,522,98,166,559,182,125,155,134,364,298,258,193
Endogenous,IRF4,NM_002460.1,3499,224,221,4864,261,109,250,224,979,667,378,301
Endogenous,IRF7,NM_001572.3,759,137,251,1038,229,123,217,222,885,541,321,480
Endogenous,IRF9,NM_006084.4,1917,342,437,1822,510,336,547,557,1520,1065,735,723
Endogenous,ISG15,NM_005101.3,1381,143,204,1574,159,63,227,210,837,360,260,418
Endogenous,ITGB2,NM_000211.2,2652,1588,2241,2765,2442,1025,2811,2581,6679,5710,4340,4542
Endogenous,JAK1,NM_002227.1,3269,548,1122,2860,833,266,785,909,1892,1893,1346,1317
Endogenous,JUN,NM_002228.3,430,1840,2201,842,1241,1117,2427,2755,6972,3738,2703,3904
Endogenous,JUNB,NM_002229.2,1230,1992,1766,2017,1338,1423,1807,2311,5221,3135,2101,2637
Endogenous,KLRB1,NM_002258.2,104,522,614,88,242,514,1205,1598,2237,1278,641,1858
Endogenous,KLRC1/2,NM_002260.3,206,440,98,365,297,60,506,452,368,431,241,65
Endogenous,KLRG1,NM_001329099.1,161,329,236,119,512,182,508,577,1205,541,613,955
Endogenous,KLRK1,NM_007360.1,1107,406,149,947,449,59,592,403,990,522,588,189
Endogenous,LAG3,NM_002286.5,747,1245,864,1396,1146,295,1151,907,2860,2952,1028,737
Endogenous,LAMP1,NM_005561.3,2997,534,918,2970,847,220,901,884,2247,2361,1378,1327
Endogenous,LAMP2,NM_002294.2,1429,209,296,1582,302,124,320,367,947,817,506,564
Endogenous,LAT,NM_001014987.1,974,304,267,782,431,452,500,426,725,664,582,549
Endogenous,LCK,NM_005356.2,5515,864,1654,4790,1488,616,1408,1338,2940,2663,2188,2013
Endogenous,LDHA,NM_001165414.1,15308,1020,1460,15983,1239,310,1433,1757,4439,3177,1699,1949
Endogenous,LEF1,NM_016269.3,2049,103,107,1164,139,318,343,304,387,320,225,413
Endogenous,LPAR6,NM_005767.3,1077,189,324,1044,269,155,373,422,805,860,591,625
Endogenous,LTB,NM_002341.1,36644,834,568,33496,1762,1874,2234,1712,3209,5489,2708,3805
Endogenous,MAF,NM_005360.4,664,472,1307,834,632,376,674,635,3078,2631,774,1304
Endogenous,MAML2,NM_032427.2,322,85,127,269,89,78,148,167,374,244,146,222
Endogenous,MAP2K2,NM_030662.3,2610,388,522,2552,501,267,516,514,1151,937,882,739
Endogenous,MAP2K7,NM_145185.2,742,142,188,619,174,91,192,194,475,395,262,279
Endogenous,MAP3K14,NM_003954.1,514,134,204,591,182,142,217,195,456,370,247,233
Endogenous,MAP3K7,NM_145333.1,1119,141,231,1036,191,58,230,217,617,493,355,259
Endogenous,MAPK3,NM_001040056.1,666,94,168,638,196,83,203,222,515,383,279,301
Endogenous,MAX,NM_002382.3,2449,461,519,2257,553,188,523,651,1258,1027,864,926
Endogenous,MDH2,NM_005918.3,2361,198,214,2768,292,166,247,264,745,473,463,366
Endogenous,MID1IP1,NM_021242.4,785,88,140,1040,92,78,109,106,295,239,129,196
Endogenous,MIF,NM_002415.1,8958,501,761,9995,746,333,758,796,2825,1664,996,1144
Endogenous,MPC2,NM_001143674.1,1327,217,275,1295,227,138,270,274,625,489,394,353
Endogenous,MT2A,NM_005953.3,10652,457,520,14607,406,382,528,648,1780,1216,516,600
Endogenous,MTHFD1L,NM_001242767.1,1299,103,119,1396,122,59,96,156,447,385,153,145
Endogenous,MTHFD2,NM_006636.3,2334,213,275,2695,207,109,215,314,871,632,285,352
Endogenous,MTOR,NM_004958.3,670,95,144,716,138,80,195,162,375,356,221,212
Endogenous,NCAPD2,NM_014865.3,3415,299,465,2884,393,147,291,324,868,925,577,438
Endogenous,NCAPG2,NM_017760.5,2647,140,254,2216,159,75,155,165,623,626,302,225
Endogenous,NDUFA1,NM_004541.3,5614,566,1027,5135,861,396,948,925,2024,1684,1392,1278
Endogenous,NDUFA4,NM_002489.2,6271,508,894,6204,832,259,804,733,1768,1437,1208,1130
Endogenous,NDUFA6,NM_002490.3,3563,295,419,3665,354,130,416,448,1161,1039,632,679
Endogenous,NDUFAB1,NM_005003.2,4785,290,419,4939,401,207,429,411,870,762,561,570
